# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4382		2254		1226
1		3715		4283		1335
2		3583		6182		1407
3		3432		8042		1464
4		3304		9857		1497
5		3221		11596		1507
6		3100		13292		1541
7		3052		14904		1568
8		2978		16473		1562
9		2905		18026		1592
10		2860		19541		1595
11		2807		21059		1599
12		2736		22534		1609
13		2723		23948		1623
14		2681		25351		1616
15		2634		26745		1627
16		2620		28121		1631
17		2601		29480		1628
18		2577		30821		1636
19		2575		32157		1631
20		2536		33456		1633
21		2539		34744		1639
22		2486		36002		1648
23		2468		37232		1641
24		2459		38434		1652
25		2427		39652		1648
26		2420		40841		1661
27		2408		42006		1654
28		2415		43155		1663
29		2397		44330		1653
30		2385		45472		1653
31		2368		46601		1664
32		2353		47703		1671
33		2346		48797		1658
34		2337		49897		1671
35		2343		50998		1657
36		2332		52089		1670
37		2320		53168		1675
38		2318		54231		1674
39		2322		55283		1663
40		2305		56346		1673
41		2310		57401		1667
42		2306		58452		1678
43		2301		59493		1673
44		2295		60543		1672
45		2286		61578		1673
46		2268		62597		1679
47		2273		63620		1674
48		2258		64628		1673
49		2260		65626		1677
50		2253		66634		1678
51		2247		67619		1677
52		2250		68608		1680
53		2255		69591		1682
54		2236		70571		1682
55		2236		71539		1682
56		2213		72502		1685
57		2213		73450		1681
58		2208		74403		1681
59		2204		75354		1689
60		2205		76295		1688
61		2206		77230		1697
62		2193		78164		1695
63		2193		79079		1693
64		2192		80013		1694
65		2194		80935		1705
66		2194		81855		1701
67		2186		82788		1702
68		2179		83705		1708
69		2166		84611		1706
70		2159		85505		1709
71		2155		86386		1708
72		2150		87260		1713
73		2150		88135		1715
74		2150		89016		1717
75		2148		89893		1720
76		2150		90769		1719
77		2137		91636		1722
78		2131		92501		1729
79		2124		93359		1727
80		2126		94221		1732
81		2118		95067		1728
82		2122		95917		1729
83		2116		96769		1730
84		2116		97615		1735
85		2108		98457		1747
86		2101		99282		1738
87		2098		100102		1742
88		2099		100918		1744
89		2091		101727		1744
90		2081		102524		1750
91		2074		103317		1750
92		2076		104098		1755
93		2077		104881		1754
94		2077		105664		1744
95		2066		106444		1743
96		2066		107216		1746
97		2063		107990		1743
98		2062		108745		1739
99		2050		109496		1741
100		2046		110235		1732
101		2046		110972		1737
102		2042		111700		1735
103		2045		112435		1741
104		2046		113179		1738
105		2046		113934		1738
106		2035		114692		1734
107		2033		115439		1735
108		2030		116186		1742
109		2029		116915		1745
110		2029		117657		1749
111		2021		118391		1752
112		2019		119115		1752
113		2013		119826		1752
114		2015		120539		1751
115		2015		121253		1745
116		2012		121967		1747
117		2015		122678		1742
118		2004		123387		1744
119		2012		124090		1741
120		2013		124799		1739
121		2006		125504		1738
122		2005		126206		1742
123		2005		126907		1740
124		2006		127610		1742
125		2008		128315		1741
126		2007		129018		1741
127		2013		129726		1742
128		2009		130438		1743
129		2010		131144		1740
130		2007		131851		1743
131		2003		132555		1741
132		2006		133259		1744
133		2004		133966		1743
134		2004		134665		1741
135		2006		135365		1742
136		2005		136066		1742
137		1997		136760		1745
138		1996		137452		1746
139		1995		138143		1748
140		1998		138837		1751
141		1995		139528		1749
142		1993		140215		1746
143		1990		140898		1743
144		1989		141581		1744
145		1987		142259		1747
146		1988		142936		1747
147		1986		143612		1747
148		1985		144286		1746
149		1985		144960		1748
150		1987		145637		1748
151		1982		146312		1746
152		1981		146984		1745
153		1982		147652		1746
154		1980		148321		1746
155		1979		148983		1749
156		1979		149646		1748
157		1978		150304		1746
158		1978		150959		1747
159		1976		151615		1748
160		1982		152276		1745
161		1981		152931		1743
162		1978		153584		1747
163		1978		154235		1745
164		1978		154886		1747
165		1976		155535		1746
166		1973		156181		1747
167		1972		156825		1745
168		1971		157463		1746
169		1969		158102		1745
170		1967		158744		1749
171		1968		159384		1750
172		1967		160021		1749
173		1967		160657		1749
174		1964		161295		1746
175		1963		161930		1747
176		1963		162562		1747
177		1962		163193		1746
178		1961		163823		1747
179		1961		164451		1747
180		1961		165079		1747
181		1960		165709		1750
182		1961		166339		1750
183		1961		166970		1750
184		1961		167601		1749
185		1961		168231		1749
186		1961		168861		1749
187		1961		169491		1749
188		1961		170121		1749
189		1960		170751		1750
190		1960		171381		1750
191		1960		172011		1750
192		1960		172641		1750
193		1960		173271		1750
194		1960		173901		1750
195		1960		174531		1750
196		1960		175161		1750
197		1960		175791		1750
198		1960		176421		1750
199		1960		177051		1750
200		1960		177681		1750
201		1960		178311		1750
202		1960		178941		1750
203		1960		179571		1750
204		1960		180201		1750
205		1960		180831		1750
